execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,total_pais_cruzamento,tipo_selecao_pais,total_pais_torneio,tipo_cruzamento,taxa_cruzamento,tipo_mutacao,taxa_mutacao,elitismo,best_ind,best_fitness,out_bounds
11,f7,10,50,24,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[52.91257968933749 26.1312531514329 68.13708607772898 15.346394999486847
 10.17854900629996 52.91257968933749 26.1312531514329 68.13708607772898
 -84.32403845686802 10.17854900629996]",0.0257570998063148,0
12,f7,10,50,12,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[4.24520544405857 -1.4525389126984294 29.591834667852254 89.97641542755005
 71.75048109040705 4.24520544405857 34.41946521641489 29.591834667852254
 -74.95554638154891 71.75048109040705]",0.0055597770723202,0
13,f7,10,50,15,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[91.11482898621327 -7.09884811366986 84.88073165981896 12.811910120448218
 -13.441279948217485 91.11482898621327 -7.09884811366986 84.88073165981896
 -21.561867417415655 -13.441279948217485]",0.0059485748937173,0
14,f7,10,50,46,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[50.48378441718927 46.7324161676469 81.04817579872926 14.294690702249355
 7.089823644459031 50.48378441718927 46.7324161676469 81.04817579872926
 -43.79749172236544 63.55132463631108]",0.0277782012461036,0
15,f7,10,50,8,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[28.544977049042274 -33.99696294593315 79.62701357193035
 -49.44619458036601 74.5530410983911 28.544977049042274 -33.99696294593315
 79.62701357193035 -85.53114918113101 74.5530410983911]",0.0045944670567052,0
16,f7,10,50,114,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[37.74523236427129 -15.979289082048595 64.4055632533985 -22.80441460018814
 39.692839268240675 37.74523236427129 94.40910518067389 64.4055632533985
 -77.0976947824699 57.97648702138673]",0.0174136529962308,0
17,f7,10,50,38,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[34.61348454089509 59.08865980929744 54.24373824790132 79.5450333054014
 -0.5385844554999295 34.61348454089509 59.08865980929744 54.24373824790132
 -69.6796343565563 63.613288681177295]",0.0138965426553485,0
18,f7,10,50,24,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[33.22033349706453 18.1930114361099 83.82256799202958 -24.003666438665874
 44.88368940792603 33.22033349706453 56.98055078368046 83.82256799202958
 -35.107435007297255 51.55897143916113]",0.0134767136566116,0
19,f7,10,50,29,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[17.08486312516351 52.03730425372609 72.32086608596956 51.66164769979687
 53.454250408464276 17.08486312516351 52.03730425372609 72.32086608596956
 -92.10021561628695 53.454250408464276]",0.0158757764207859,0
20,f7,10,50,17,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[17.626160215454846 46.860103863410615 65.09295025282512 25.88811435183169
 22.51558898805463 17.626160215454846 46.860103863410615 73.79668967616752
 -18.97958918126659 22.51558898805463]",0.0108079532921323,0
21,f7,10,50,27,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[7.605139087856287 26.83261538294856 52.141554598834716 48.15229150018237
 46.10613958230988 7.605139087856287 26.83261538294856 52.141554598834716
 -15.353154742823733 46.10613958230988]",0.0084529238637497,0
22,f7,10,50,44,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[95.54039639268152 15.885856828214102 78.30657270217122 66.72072199077434
 23.116347295492872 95.54039639268152 69.64440615986868 78.30657270217122
 -87.88207510232509 86.84576053960339]",0.0113014832484987,0
23,f7,10,50,14,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[91.14796821763719 53.16475760564069 90.91088626985265 -25.69324457400684
 44.60810577984495 91.14796821763719 53.16475760564069 90.91088626985265
 -84.35179922900835 44.60810577984495]",0.0068264001789663,0
24,f7,10,50,16,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[47.35028987658805 83.33286984219353 53.83252279074452 49.79707202789413
 11.489320889347539 47.35028987658805 83.33286984219353 53.83252279074452
 -15.966816001772344 11.489320889347539]",0.0078279963025501,0
25,f7,10,50,13,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[35.77538278589452 65.02779277163452 58.31628110911825 72.84839462225858
 -5.801646339634132 35.77538278589452 65.02779277163452 58.31628110911825
 -96.93181885427997 -5.801646339634132]",0.0091611863161883,0
26,f7,10,50,113,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[30.516328796764014 26.652749872381335 71.65681902197309
 29.037459909272258 38.971464068097106 30.516328796764014
 56.93893968047976 71.65681902197309 -60.34857607551645 38.971464068097106]",0.0367851844981207,0
27,f7,10,50,108,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[47.07945803993593 4.058499953979862 86.123780353064 71.87710548420563
 38.68398212407865 47.07945803993593 46.96704617316851 86.123780353064
 -94.26034344082052 48.64921216086407]",0.0245478048764893,0
28,f7,10,50,10,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[9.761861988396262 5.977072598720184 80.4374966590897 -1.5671441742632055
 26.848695041363513 9.761861988396262 63.5032214360354 80.4374966590897
 -23.15600947049397 26.848695041363513]",0.0095457002368964,0
29,f7,10,50,28,"[-100, 100]",2,rws,3,single_point,0.9,swap,0.05,1,"[74.67233239650739 -6.2978565602121535 44.951340073457544
 -63.71822650140471 60.63732437952271 26.058998390893635
 33.309344344383305 44.951340073457544 -63.71822650140471
 60.63732437952271]",0.006605006780770125,0
