execucao,funcao_objetivo,dimensoes,tamanho_populacao,total_geracoes_realizadas,range_position,mutation_strategy,mutation_perc,crossover_perc,best_ind,best_fitness,out_bounds
17,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 42.01564002  99.99453849 -64.44234032  38.63955268 -40.56537992
 -99.269385    -0.55244674  57.8868532   55.87857542 -99.85685649
 -64.87018001  68.45582085  72.47806179  14.50056923 -27.61649536
 -74.5467678   97.323324    65.54275729  62.80106685  92.15232252
  60.51258887 -23.99617873  57.46689335  92.72809277  25.3482855
  39.78509465  16.94678627 -30.51501659  60.63427803 -97.83876242]",2076188.8685996388,73684
18,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-98.20099047  99.99815691 -99.72518788  55.67961059 -98.74070981
 -90.59278564  14.56355547  44.11224373  64.27009918  99.80199014
 -51.35269302  77.29513465  72.9304901  -71.95118827 -11.84025396
 -78.1655732   48.08252278  65.49869419  99.99633413  65.60850216
 100.          57.73940698 -10.42365064  62.07440271  26.40828337
  40.87281671  51.62422801 -15.59675506  -5.00480241 -94.08736976]",4282769.86199344,101710
19,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-96.27555946  97.59521221 -17.49600468  63.06346524  34.07113844
 -43.66882065  19.61804967  50.36465707  63.85490109  99.65252575
 -17.74161412  94.93116081  47.86435579 -10.07197742  24.03975239
 -76.55741442  61.06409811  23.27211203  18.12085802   7.47474723
  64.33660203 -67.11379132  63.42094302  73.52449154 -93.83738243
  -6.90040054  49.97146207 -19.34857641 -19.04899069 -42.81232439]",8368175.991738693,75909
20,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[100.           1.65462619 100.          99.52992007  75.14174133
 -68.22908807 -17.85131299 -42.51182174  67.47400105  41.11663129
 -19.19727168  85.47794513  67.67709857  15.10138878  28.96897442
 -15.12244636 -39.81376556  66.74696987  -4.87441173  97.54974559
  46.80648003 -72.91388831  78.75441198  56.59668849  18.90659439
  24.98980722  57.42445496 -41.88334073  30.20596349 -52.32775459]",9835592.70618061,93500
21,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 60.01068683  99.97842022 -34.59041168  64.06502785 -17.31341888
 -37.59634833 -37.95295722 -98.31662865  69.05554501 -28.81071266
 -54.31902734  76.48122477  73.12090926   8.97845837  57.67058533
  52.75349534 -44.87891734  66.56847933  57.52552157  69.67698033
 -26.48353709 -49.46087261  58.61551307  98.43552296  28.5395686
  41.13267566  14.60183126 -99.49308318  42.45170743 -77.4569064 ]",1435513.175652629,65976
22,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-100.          100.           20.37255935   39.73795539  -82.77886488
  -86.20853008  -52.33360087  -67.19703276   63.52521723   98.01065913
  -52.14582985   78.0766143    55.79688357  -59.72945568   21.61768328
   43.20832461    2.44165659   48.10752025   99.5899177    63.76883258
   -4.58649846   29.52466967   -0.99518978   99.9618679   -34.43634983
    6.2684802     1.83534621  -99.88056313    3.29416966  -85.53385937]",4995102.380825797,73736
23,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 9.84370668e+01  2.93634906e+01  5.94730479e+01  1.00000000e+02
  5.14164300e+01 -7.71009546e+01 -6.73748342e+01 -2.17059312e+01
  5.51300607e+01  9.74352583e+01 -4.50034548e+01  9.34480885e+01
  6.70337955e+01 -7.04662310e+00  9.98128881e+01 -1.16893822e+01
  5.51204187e+01  6.37040355e+01  2.06675354e+01  2.38261883e+00
  6.88332908e+01 -7.23041671e+01  5.94891933e+01 -4.61952474e-02
  1.43838353e+01  2.73981393e+01  9.67505058e+01 -7.72116014e+01
  8.79411715e+00 -4.59535977e+01]",5305499.132425492,106819
24,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 90.99961483  99.98486751 -75.85642749  52.79868491  31.21091476
 -63.17217637 -37.87060574 -24.44292     75.79317765  95.86447112
 -53.19172009  76.05243045  72.99695095  -7.2461384   36.60911681
 -31.77616923 -40.18631428  64.28225346  25.45184568  72.13947205
  -1.92471019 -72.7040955   63.78320688  94.38918778  23.51831559
  41.53916638  14.15323212 -31.98671156 -11.15511967 -42.67397401]",557062.0214943598,55727
25,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 65.34430808 100.         100.          27.75437347  21.39632692
 -76.23380443 -98.75368347 -71.1737389   72.20427111  66.17911351
 -39.40206239  81.06418133  72.19671791  -2.90945186  87.06161717
  10.29911615 -54.8454061   75.84969214  28.49251517  54.97676789
 -29.28936787 -65.49242049  63.71014055  84.52457007  44.21778116
  35.57423156   6.68563315 -64.46438967  -0.45895418 -50.72161702]",2650318.116667863,73682
26,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-97.50808584  85.03769595 -58.84683432  69.33082002 -13.45070571
 -36.45827468  99.99972213  45.47436937  69.61975925  39.45230949
 -58.11130354  75.17874341  54.60840345  -9.63324162 -53.52168231
 -94.33455186  19.09365733  48.91325922  59.86803715  71.72934636
  99.8951203  -43.99204273  45.71652764  98.81467405 -33.98898775
   2.70390205  43.36673555   3.57546263  25.69460136 -68.57011308]",3458477.090268,80872
27,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[  73.30710184   90.26746874  -57.59033496   84.58223308   38.01908451
  -99.13286242 -100.           69.37696023   53.50005486   96.23607431
  -13.90989483   86.22704183   69.03798204  -19.45249015   68.85649782
  -93.71601453   99.70944911   63.56926473    6.56074734   58.09116588
   -9.14229407  -40.3062787    61.61131345   51.07965552   14.12459693
   33.73939177   36.40969806  -15.36912174  -36.79194992  -42.93233492]",6597418.088202442,97668
28,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[ 58.8026131   99.99984614 -59.95931668  63.35348107 -70.80250399
 -31.07080418   5.94456357 -43.6076985   67.3421733   99.99826874
 -54.6686658   75.07172879  73.09507174 -51.93838709  29.60770679
   1.18438529  -9.55087826  66.32016479  99.99999617  73.63318807
  12.17706993   8.09149458   5.59073345  99.80176402  28.21643316
  41.16383856  23.85021933 -66.72006335   8.33343389 -79.22701939]",1544495.9758657364,71013
29,f1,30,10,15000,"[-100, 100]",randtobest1,0.8,0.4,"[-99.31109266 -44.51686354 -82.45620446  62.51035208  29.30401132
 -35.46370439 -33.44072377 -51.09409008  68.14162634  99.99863146
 -50.22057396  78.55920223  82.15226062   1.73056763  55.74103256
   5.91278713 -22.48720958  78.66735368  87.60011008  64.30849715
 -23.8538245  -97.8879637   36.27637174 100.          66.05999911
  58.83828506  14.76228313 -65.88960558  95.99762587 -55.85255433]",2261710.8816459086,64349
